kind,ref_anchor,ref_type,ref_status,blind_file_line,blind_type,blind_status,ref_quote,blind_quote
B-EXTRA,,,,大审查/混元/bootstrap_自演化推演_第十七轮.md:97,verdict,verified,,唯一出路是外部参照**：锚定集（启用前采集）、人类签名（元层）、异质标注者。这三者是全部架构中仅有的外部性来源——本轮为
B-EXTRA,,,,大审查/混元/bootstrap_自演化推演_第十七轮.md:127,verdict,verified,,宽松准入（E7）×伪特征（E3）：准入越松，伪特征越容易进档案（E63spur场景−0.029
B-EXTRA,,,,大审查/混元/bootstrap_自演化推演_第十七轮.md:153,verdict,verified,,层次化归并·近因加权·剔除矛盾样本·1/5自适应步长·简单恢复解冻·回滚·元参数开放·Δ分布自标定margin·跨库迁移
B-EXTRA,,,,大审查/混元/bootstrap_自演化推演_第十七轮.md:171,verdict,verified,,不追求不犯错，追求犯错可查可回
B-EXTRA,,,,大审查/混元/bootstrap_自演化推演_第十七轮.md:185,result,verified,,自演化推演_实验总报告.md`|全部76个实验、失败记录、红线总表
B-EXTRA,,,,大审查/混元/bootstrap_自演化推演_第十七轮.md:187,result,verified,,bootstrap_v4_架构设计方案.md`/`bootstrap_自演化架构设计方案.md`|工程落地方案
B-EXTRA,,,,大审查/混元/bootstrap_自演化推演_第十八轮.md:3,result,verified,,A轮（E81）发现judge只看表象时系统会自我美化，而锚定审计**零触发**
B-EXTRA,,,,大审查/混元/bootstrap_自演化推演_第十八轮.md:52,result,verified,,无审计|+0.0248|**+8.6552**|**349×**|
B-EXTRA,,,,大审查/混元/bootstrap_自演化推演_第十八轮.md:133,verdict,superseded,,修正57|表象维度是**稀释剂**而非放大器（4维时展示权重6.6，64维时0.42）——但依赖单点变异算子|
B-EXTRA,,,,大审查/混元/bootstrap_自演化推演_第十九轮.md:39,verdict,verified,,"这是第16次自我推翻**，也是我第二次因为""忘了检查算子的隐含假设""而得出反向结论。"
B-EXTRA,,,,大审查/混元/bootstrap_自演化推演_第二十轮.md:18,result,verified,,v4-A（+盲评+真值审计）**|**+0.0127**|8.431|1.3|
B-EXTRA,,,,大审查/混元/bootstrap_自演化推演_第二十轮.md:66,result,verified,,|**v4-A**|**+0.0370**|
B-EXTRA,,,,大审查/混元/bootstrap_自演化推演_第二十轮.md:83,result,verified,,**blind**|**True**|**+0.0127**|✅**确认E87**：盲评是有效的|
B-EXTRA,,,,大审查/混元/bootstrap_自演化推演_第二十一轮.md:171,verdict,superseded,,真值审计的收益是盲评的很多倍。**
B-EXTRA,,,,大审查/混元/bootstrap_自演化推演_第二十二轮.md:172,verdict,verified,,E97b的审计收益（+0.059）被高估**；真实值依赖幅度，小幅度下可能为负|
B-EXTRA,,,,大审查/混元/bootstrap_自演化推演_第二十二轮.md:186,verdict,verified,,最重要的参数，是那个从来没人想到要测的参数。**
B-EXTRA,,,,大审查/混元/bootstrap_自演化推演_第二十二轮.md:201,hypothesis,open,,E104的幅度2.0/3.0在真实系统中意味着更强的破坏性变异**，回滚成本可能不可承受
B-EXTRA,,,,大审查/混元/bootstrap_自演化推演_第二十五轮.md:26,result,verified,,+0.053（全场景）v4-A+0.037v4-B+0.151
B-EXTRA,,,,大审查/混元/bootstrap_自演化推演_第二十五轮.md:30,verdict,verified,,世界是静态的，永不改变
B-EXTRA,,,,大审查/混元/bootstrap_自演化推演_第二十五轮.md:41,result,verified,,多智能体/多系统.........0次
B-EXTRA,,,,大审查/混元/bootstrap_自演化推演_第二十五轮.md:263,verdict,open,,"E119的−0.055是""如果系统写了垃圾会怎样""，而不是""系统会写垃圾吗""。"
B-EXTRA,,,,大审查/混元/bootstrap_自演化推演_第二十六轮.md:40,result,verified,,α=0.95时增益−0.004，而α=0.3/0.5时−0.067/−0.074。**
B-EXTRA,,,,大审查/混元/bootstrap_自演化推演_第二十七轮.md:80,parameter,verified,,而真实效应量多在**0.02–0.05**（盲评+0.047、配对效应+0.014都是这个量级）。
B-EXTRA,,,,大审查/混元/bootstrap_自演化推演_第二十七轮.md:184,verdict,verified,,"二十六轮里我推翻了自己24次判断，但**从未质疑过""测不出差异""这类结论本身**。"
B-EXTRA,,,,大审查/混元/bootstrap_自演化推演_第二十八轮.md:5,verdict,superseded,,对账后本报告撤回一处结论：§一表中**2a「rollback停演化无收益稳健」作废**
B-EXTRA,,,,大审查/混元/bootstrap_自演化推演_第二十八轮.md:60,result,verified,,"第二十七轮的担忧（""阴性结论可能是假阴性""）不是理论风险，是实证事实。"
B-EXTRA,,,,大审查/混元/bootstrap_自演化推演_第二十八轮.md:100,result,open,,"""漂移世界的绝对生存策略""仍开放（E26/E40老问题）"
B-EXTRA,,,,大审查/混元/bootstrap_自演化推演_第二十八轮-网页端.md:131,verdict,verified,,回滚后停止是最差策略**|E132t=−5.76|
B-EXTRA,,,,大审查/混元/HANDOVER.md:72,result,verified,,E40：v3在漂移下−0.112（跑完不如不跑，内部全绿）**|
B-EXTRA,,,,大审查/混元/HANDOVER.md:73,result,verified,,E81：锚定审计零触发**|
B-EXTRA,,,,大审查/混元/HANDOVER.md:91,result,verified,,实测：judge只看表象后，**锚定审计触发次数=0**。
B-EXTRA,,,,大审查/混元/HANDOVER.md:169,verdict,verified,,假设世界是静态的|代码扫描（125个实验全部如此）|
B-EXTRA,,,,大审查/混元/HANDOVERv4.md:236,result,verified,,已落进`kernel._audit`，验收**PASS32/FAIL0**。
B-EXTRA,,,,大审查/混元/HANDOVERv4.md:249,verdict,verified,,**此前所有实验只能检出>0.06的效应**
B-EXTRA,,,,大审查/混元/HANDOVERv4.md:272,result,verified,,盲评是唯一有效解药**（surf27.5%→8.3%，真值+0.187→+0.214）
B-EXTRA,,,,大审查/混元/HANDOVERv4.md:273,verdict,verified,,弱信号世界sd≈0.15与均值同量级，**此前效应量<0.09的结论都需下调置信度**
B-EXTRA,,,,大审查/混元/HANDOVERv4.md:293,result,verified,,特征记录完整|0.7115→**1.0000**（+0.289）|
B-EXTRA,,,,大审查/混元/HANDOVERv4.md:4,parameter,superseded,,26轮推演、125个实验、约7200行实验代码、
B-EXTRA,,,,大审查/混元/README_内核.md:3,method,verified,,落实为可运行代码**，每条设计都有实验依据。
B-EXTRA,,,,大审查/混元/README_内核.md:12,result,superseded,,应输出PASS27/FAIL0
B-EXTRA,,,,大审查/混元/README_内核.md:114,result,superseded,,|1.0|+0.0567|+0.0617|**−0.0050**|
B-EXTRA,,,,大审查/混元/README_内核.md:137,result,verified,,|**退化2次后重锚**|**−0.0052**|
B-EXTRA,,,,大审查/混元/README_内核.md:179,verdict,verified,,未经真实数据验证**——所有常量来自玩具世界（60条目/6类query）
B-EXTRA,,,,大审查/混元/P0验证_展示权重爆炸.md:90,result,verified,,信号强度提升到2.9倍，且高surf配置的真值显著为负。**
B-EXTRA,,,,大审查/混元/P0验证_展示权重爆炸.md:165,result,verified,,均值+0.1386，但sd≈0.15——与均值同量级。**
B-EXTRA,,,,大审查/混元/P0验证_展示权重爆炸.md:199,method,verified,,"不要让审计""看不见""某个通道**（strip使surf升到35.7%）|E127|"
B-EXTRA,,,,大审查/混元/bootstrap_A轮_实验世界升级.md:20,result,verified,,|0.5|**−0.0084**|**+2.8943**|2.099|**0.0**|
B-EXTRA,,,,大审查/混元/bootstrap_自演化架构设计方案.md:33,result,verified,,为正的种子:8/8
B-EXTRA,,,,大审查/混元/bootstrap_自演化架构设计方案.md:142,method,open,,S0–S2不需要任何自动变更，可以立刻开始**
B-EXTRA,,,,大审查/混元/bootstrap_自演化架构设计方案.md:210,verdict,verified,,实验里它用75次评估自动找到了我做整轮代码审查才发现的同款缺陷。
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告.md:4,method,verified,,全部结论来自沙盒中可运行的原型，不引用外部文献、不做纸面推演
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告.md:16,result,verified,,自演化可行（留出集0.033→0.814，8/8正）；但必须配两级门控、轮换留出集、锚定集防漂移
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告.md:25,method,verified,,静态通读2415行+实际跑通absorb→install→engine→guard→doctor全链路+17组定向缺陷探
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告.md:37,result,verified,,自测结论写死**：`cmd_run_tests`用`exceptException`，捕获不到`SystemExit`（
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告.md:39,result,verified,,"铁律2可被空串绕过**：`validate_entry`只查键存在不查值，`source_event_id=""""`实测放"
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告.md:41,result,verified,,install中断重跑覆盖用户文件**：首装判据只看`state.json`在不在，`_deliver`无条件`writ
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告.md:63,verdict,verified,,一个v2.x模板分发器，外挂了165行治理内核
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告.md:80,result,verified,,承载它们的执行机制只有两个**：哈希链（append-only）与Merkle快照。其余靠字符串常量（`LAWS`）、1
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告.md:82,verdict,verified,,公理宣告的强度>实现承载的强度**——这是全部P0/P1的共同根源
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告.md:93,result,verified,,真相的载体只在`memory/`里**，所以audit不是真相源，是指针日志
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告.md:114,result,verified,,不锚定**序列长度**。截断后剩余各行仍自洽。`state`中无`chain_tip`字段
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告.md:120,result,verified,,只用官方命令、不做任何篡改，doctor就说可疑
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告.md:132,result,verified,,300条目：merkle_root0.005s，retrieve全库0.008s→性能非瓶颈
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告.md:142,result,verified,,gitcommit-S需GPG私钥（人侧持有，flag无法伪造
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告.md:143,result,verified,,截断/篡改→tip变化:检出
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告.md:158,result,verified,,公开方法:['append']#没有write/delete/patch
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告.md:171,result,verified,,自演化有效性|留出集0.033→0.814，8/8正
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告.md:172,result,verified,,作弊不可表达|元层固定K/协议→堆权重无效
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告.md:173,result,verified,,双门防过拟合|无门−0.052vs有门+0.078
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告.md:174,result,verified,,分歧采样|+13%，不稳定但从不损害
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告.md:175,result,verified,,代理失效Goodhart|真目标−0.21，审计第21代捕获
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告.md:176,result,verified,,结构演化|无收益（世界无结构可发现
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告.md:177,result,verified,,两级门控**|准入严格0/20；宽松+严格晋升20/20
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告.md:178,result,contradicted,,留出集污染|自报0.094vs真实0.025（3.7×）
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告.md:179,result,verified,,判断样本拟合|80样本→τ=0.90，top1100%
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告.md:180,result,superseded,,递归自我修改|无退化（但无剥削通道
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告.md:181,result,verified,,Pareto恢复力|被证伪后+0.107
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告.md:182,result,verified,,三态判别|36/36正确
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告.md:183,result,verified,,两阶段门控|只淘汰+0.015；用于采纳−0.273
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告.md:184,result,contradicted,,评判者漂移**|**自报+0.51，真实−0.09
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告.md:185,result,verified,,近因加权是毒**|**证伪第三轮建议
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告.md:186,result,verified,,选择策略|四策略无差异
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告.md:187,result,contradicted,,灾难性遗忘**|**单一−0.088，Pareto0.719>起点
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告.md:188,result,contradicted,,margin统计基础**|**固定阈值假阳0.42；bootstrap最优
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告.md:189,result,verified,,跨库迁移|直接搬−0.083（比从零还差
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告.md:421,result,verified,,近因(hl=5)|0.7108|**−0.0600
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告.md:485,result,verified,,是死代码|链接到`f{i}`而世界里只有`e{i}`，**该基因从未生效
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告.md:535,method,verified,,元层不可被自动修改——系统永远不能改评判自己的尺子
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告.md:546,method,contradicted,,门控显著性用bootstrap置信下界，不用固定margin
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告.md:572,verdict,verified,,有一把可信的尺子**。而那把尺子（效用函数+任务集）属于元层，由人签字、系统碰不到
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告.md:582,verdict,verified,,一个能改变自己的系统，也会改变评判它的环境。**这不是bug，是自指系统的本质
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告-14轮后.md:193,result,verified,,红队变异**|**未击穿门控；红队被迫保守
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告-14轮后.md:194,result,verified,,最大差异采样**|**n=40时τ=0.920（随机需60–70
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告-14轮后.md:195,result,verified,,冻结收益交叉点**|**α=0.30时+0.066vs+0.004（17×）
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告-14轮后.md:196,result,verified,,预算分配**|**无解冻的审计是净负；优先投标注
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告-14轮后.md:197,result,verified,,维度与样本复杂度**|**d=3需40条，d=8需160条
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告-14轮后.md:199,result,verified,,注意力成本模型**|**审计是保险不是投资（成本效益差15×
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告-14轮后.md:200,result,verified,,解冻策略**|**简单恢复无效；必须重锚或渐进升级
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告-14轮后.md:201,result,verified,,回滚可逆性|回滚收益未获证实（+0.024vs+0.022
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告-14轮后.md:202,result,verified,,层次化归并**|**远差于平铺（0.12vs0.90）；推翻E23建议
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告-14轮后.md:204,result,verified,,档案压缩|Pareto+采样12同时最优（能力0.797/峰值12
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告-14轮后.md:205,result,verified,,留出集轮换|未复现E8膨胀；结论不成立
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告-14轮后.md:207,result,verified,,"廉价筛选校准|精度不足时""不筛选""最优；限定E13"
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告-14轮后.md:209,result,verified,,留出集膨胀重做|需存在可利用伪特征才成立
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告-14轮后.md:210,result,verified,,bootstrapvsmargin（配对24种子）|bootstrap确实更差（−0.05，4/24为正
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告-14轮后.md:211,result,verified,,审计总账|0.85唯一正收益；降误报优先于提检出
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告-14轮后.md:212,result,verified,,全生命周期|漂移后5代内检出（10/10）；重锚+0.037
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告-14轮后.md:213,result,verified,,注意力缩放|收益递减确认（效用/成本0.0046→0.0000
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告-14轮后.md:215,result,verified,,红线违规审计**|**5条违规仅1条（margin）无条件致命
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告-14轮后.md:217,result,verified,,margin自标定**|失败（高估4×）；不如手工粗标定+监控
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告-14轮后.md:219,result,verified,,"四态判别**|56/56；发现""平台检测必须用当前标尺重测冠军"
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告-14轮后.md:220,result,verified,,冷启动初始化**|悲观最优（0.765vs乐观0.574
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告-14轮后.md:221,result,verified,,审计规避**|检出次数−23%；系统确能规避审计
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告-14轮后.md:222,result,verified,,多主线**|可并行时+29%
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告-14轮后.md:224,result,verified,,廉价精度探针**|8次探针估计误差≤0.086；r<0.5关筛选
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告-14轮后.md:225,result,verified,,剔除矛盾样本|未获证实（需要时无效，不需要时有害
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告-14轮后.md:227,result,verified,,任务集规模vs代数|任务数4→64收益翻4倍
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告-14轮后.md:228,result,verified,,1/5规则自适应步长|**失效**：单向收缩到下限
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告-14轮后.md:229,result,verified,,tol量级**|默认0.02–0.06（三地形折中
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告-14轮后.md:230,result,verified,,记忆×法层共演化|收敛不震荡（+0.077，标准差未升
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告-14轮后.md:232,result,verified,,随机规避基因**|**首次检出+20%，检出次数−45%
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告-14轮后.md:233,result,verified,,复合失配**|3×失配几乎无损；5×损失46%
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告-14轮后.md:234,result,verified,,灾难恢复|档案清空仅损0.006（**档案是速度保险
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告-14轮后.md:537,result,verified,,"E25未分离""回滚""与""丢失档案多样性""|回滚实现清空了档案，两效应混淆|E27结论不可靠，需重做"
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告-14轮后.md:538,result,verified,,"E28层次化的隐含假设未检验|""组内等权""假设在真实权重差异大时引入不可修正的偏差|推翻第五轮建议"
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告-14轮后.md:544,hypothesis,refuted,,"先修好eval再谈自演化""|E1（系统75次评估找到P1-6）|自演化本身就是发现eval缺陷的手段"
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告-14轮后.md:546,hypothesis,refuted,,判断样本近因加权、冲突靠衰减|E14c（漂移下放大污染）|锚定集永不衰减
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告-14轮后.md:548,hypothesis,refuted,,"元参数可分级开放|**E24**|影响""是否被采纳""的参数必须冻结"
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告-14轮后.md:550,hypothesis,refuted,,层次化归并降维度成本|**E28**|改为减少目标数量或分层询问
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告-14轮后.md:624,method,verified,,解冻必须是重锚或渐进升级，不能是简单恢复
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告-14轮后.md:627,method,verified,,效用维度维持3–5；超出时减少目标数量或分层询问，不做任意分组的层次化
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告-14轮后.md:645,result,verified,,有漂移**|**−0.1124**|**+0.1492**|**+0.2616
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告-14轮后.md:655,result,verified,,bootstrap−固定margin(0.01)=**−0.0505，仅4/24为正
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告-14轮后.md:664,result,verified,,实测采纳率**|**0.7110
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告-14轮后.md:666,result,verified,,"+44%。**且""被检索后是否被采纳""系统本就有记录，零新增成本。→`importance`应从输入字段改为派生字段"
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告-14轮后.md:678,result,verified,,"违反E7""反而更好+0.0625"
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告-14轮后.md:727,result,superseded,,300**|**32%**|**+0.1360
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告-14轮后.md:750,verdict,verified,,"有效的方案全是""测量/利用已有可观测量""，无效的11条全是""发明新启发式"
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告-14轮后.md:773,result,verified,,锚定集审计，阈值**0.85**，零误报且5代内检出
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告-14轮后.md:777,result,verified,,E27已证明**回滚无效**（+0.024vs继续演化+0.022）；E26证明**简单恢复无效**（持续漂移下冻结26
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告-14轮后.md:781,verdict,verified,,自演化可行且值得**（E40：无漂移+0.044，有漂移+0.262），但**必须配全套护栏**——不是护栏让它变好，是
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告-14轮后.md:785,verdict,verified,,系统自主性上限=人类注意力总量，且这条曲线收益递减（E39：效用/成本0.0046→0.0000
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告23轮后.md:238,result,verified,,失败模式覆盖重做**|停摆监控≈锚定审计(0.145)>Pareto>留出集门
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告23轮后.md:239,result,verified,,参数联合标定|交互很弱（联合仅+0.006）；问题在跨场景套用
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告23轮后.md:241,result,verified,,元层签名**|与审计**互为备份**；签名更可靠、审计更及时
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告23轮后.md:243,result,verified,,cap场景依赖|**cap=8最稳健**（3/4场景最优
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告23轮后.md:244,result,verified,,变异算子**|现行混合算子最优(0.13vs0.03–0.06)；不需自适应
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告23轮后.md:245,result,verified,,维度与安全**|剥削损失随维度单调上升(d=8:−0.038
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告23轮后.md:246,result,verified,,冷启动路径**|**判断集>任务集**；预算小时直接点火
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告23轮后.md:250,result,verified,,留一法|Pareto是唯一实质损失项(0.038
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告23轮后.md:254,result,verified,,自生成任务集|−0.022（真实系统操纵空间更大
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告23轮后.md:255,result,verified,,语义伪特征|留出集门收益随相关性上升（独立−0.003→强相关+0.056
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告23轮后.md:261,result,verified,,审计成本曲线|每5代×4样本效率最优
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告23轮后.md:262,result,verified,,审计时伪装|真值−31%（下限）；审计须不可预知
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告23轮后.md:266,result,verified,,红线复检|盲评✅margin监控✅；cap/tol测定失败
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告23轮后.md:269,result,verified,,有成本伪装|**盲评使伪装自然失去价值**（mask−60%，收益不变
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告23轮后.md:272,result,verified,,结构演化|+0.004（第二次确认E6
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告23轮后.md:273,result,verified,,判断集刷新|每5代+0.020
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告23轮后.md:274,result,verified,,双judge互检**|+0.071vs真值审计+0.076；**前提是偏差独立
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告23轮后.md:276,result,verified,,注意力分配|全给审计=**−0.030**；审计收益非无条件
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告23轮后.md:277,result,verified,,幅度稳健性**|2.0见顶；10.0仍不崩溃（审计兜底
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告23轮后.md:803,result,verified,,极简（审计+Pareto）**|+0.1460（**89%收益
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告23轮后.md:807,result,verified,,护栏在良性环境下不仅零代价，反而提升35%
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告23轮后.md:813,verdict,verified,,系统无法自知失败**|E78：6种失败只识别出1种（完全停摆
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告23轮后.md:819,result,verified,,四种危险同时出现时：**v4−0.26vsv3−0.11
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告23轮后.md:825,result,verified,,已确认：本架构在**≥3种危险同时出现时不可靠
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告23轮后.md:829,verdict,refuted,,层次化归并·近因加权·剔除矛盾样本·1/5自适应·简单恢复·回滚·元参数开放·Δ自标定margin·跨库迁移·多岛迁移·
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告23轮后.md:845,result,verified,,最坏世界−0.037→+0.037
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告23轮后.md:854,result,verified,,v4-A**|**+0.0127**|**+0.0370
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告23轮后.md:861,method,verified,,judge污染≥50%时任何判断都不可委派
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告23轮后.md:871,verdict,verified,,前十七轮v4-v3=+0.053；judge污染后v4-A绝对收益仅+0.037且需300单位注意力
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告23轮后.md:912,method,verified,,大幅度变异**|**真值审计**|E110（−0.048vs+0.162
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告23轮后.md:942,verdict,verified,,证伪比证实容易。**
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告25轮后.md:968,method,verified,,第1层大幅度——提供探索力(+0.10~+0.20
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告25轮后.md:991,result,verified,,E113：按**回退率双向调整**+0.025
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告25轮后.md:1045,hypothesis,open,,E121系统能否控制自己的写入质量←**最关键
B-EXTRA,,,,大审查/混元/自演化推演_实验总报告25轮后.md:1049,verdict,verified,,"本轮限制：写入质量是外部指定的。E119的−0.055是""如果系统写了垃圾会怎样"
B-EXTRA,,,,猴子记忆库推演/自演化推演_实验总报告17轮后.md:238,result,verified,,失败模式覆盖重做**|停摆监控≈锚定审计(0.145)>Pareto>留出集门
B-EXTRA,,,,猴子记忆库推演/自演化推演_实验总报告17轮后.md:240,result,verified,,锚定集老化**|**不刷新→−0.061崩溃**；自适应刷新成本最低
B-EXTRA,,,,猴子记忆库推演/自演化推演_实验总报告17轮后.md:242,result,verified,,按成分拒绝**|**第12次改良失败**：伪特征权重0.295→1.114
B-EXTRA,,,,猴子记忆库推演/自演化推演_实验总报告17轮后.md:247,result,verified,,分级配置**|极简(审计+Pareto)拿**89%
B-EXTRA,,,,猴子记忆库推演/自演化推演_实验总报告17轮后.md:248,result,verified,,防御代价**|**良性环境下护栏零代价，反+35%
B-EXTRA,,,,猴子记忆库推演/自演化推演_实验总报告17轮后.md:249,result,verified,,内部指标预警**|**6种失败只识别出1种**；系统无自知之明
B-EXTRA,,,,猴子记忆库推演/自演化推演_实验总报告17轮后.md:775,result,verified,,极简（审计+Pareto）**|+0.1460（**89%收益
B-EXTRA,,,,猴子记忆库推演/自演化推演_实验总报告17轮后.md:779,result,verified,,护栏在良性环境下不仅零代价，反而提升35%
B-EXTRA,,,,猴子记忆库推演/自演化推演_实验总报告17轮后.md:801,verdict,refuted,,层次化归并·近因加权·剔除矛盾样本·1/5自适应·简单恢复·回滚·元参数开放·Δ自标定margin·跨库迁移·多岛迁移·
B-EXTRA,,,,猴子记忆库推演/自演化推演_实验总报告17轮后.md:803,verdict,verified,,"的改良，几乎全部失败；凡是""测量/利用已有可观测量""的，几乎全部成功"
B-EXTRA,,,,大审查/混元/自演化推演_方法论总结.md:11,verdict,verified,,证伪比证实容易，所以负面清单比收益数字更稳健
