kind,from,relation_or_universes,anchor,quote_or_note
B-关系动词,PART2-METALOG,refutes,大审查/meta_log.csv:8,"7,2,DD,""0.55,0.45"",""0,0"",0,证伪/证伪,2512,1,0:2,,0,2,0,0,,0,证伪双守卫INCONCLUSIVE:档案无小增益"
B-关系动词,PART2-METALOG,supersedes,大审查/meta_log.csv:12,"11,2,RR,""0.7,0.6"",""1,0"",0,机制/机制,6000,1,2:0,0.1654,0,2,0,0,,0,梯度律平坦世界干净成立; 尖峰守卫IN"
B-关系动词,PART2-METALOG,refutes,大审查/meta_log.csv:13,"12,2,DD,""0.35,0.7"",""0,1"",0,证伪/跨库,9000,1,1:1,0.4253,0,2,0,0,,0,收官红队轮:红队失败定律鲁棒(先验0"
B-关系动词,PART2-LAB,refutes,大审查/lab-notebook.md:29,"尖峰世界假采纳不只是""小损失随机游走""，而是""掉出峰外回不来""的吸收态问题。若真如此，假采纳率相近但终值天差地别——护栏价值全在景观。这是我最自信的直觉，正该被"
B-关系动词,PART2-INVENTORY,extends,大审查/reports/00-盘点.md:17,"| 衔尾蛇 | 40,423 | 36,069,182 | 40,411/12 | .json ×27,754、.md ×10,339、.txt ×995、无扩"
B-关系动词,PART2-NORM,contradicts,大审查/reports/01-归一化.md:34,**交叉校验 16/16 值一致，0 不一致**（代码输出）
B-关系动词,PART2-NORM,contradicts,大审查/reports/01-归一化.md:50,"**30 对 (run,round) 重复，0 值冲突**（代码输出——结果报告与综合报告数字完全一致）"
B-关系动词,PART2-STAT,replicates,大审查/reports/02-统计.md:34,重跑该命令应逐字节复现本页数字（输入文件冻结于 git）
B-关系动词,PART2-FLAGS,contradicts,大审查/reports/03-flags.md:35,附注：起点列也不同（0.7844 vs 0.2594）——两轮的世界/起点并非同一设置，冲突值未裁决，如实并陈
B-关系动词,PART2-JUDGE,contradicts,大审查/reports/05-研判.md:46,| C1 | 混元 E14 两轮数据不一致（DUP_CONFLICT×6，03-flags §2） | 第四轮 L24：α0.10 → `0.7998`（起点 
B-关系动词,PART2-ANALYSIS,contradicts,大审查/reports/06-ANALYSIS-FINAL.md:14,"归一化产出 unified 5 文件 2,593 行 / 1,320 run；脏行 1 条；deepseek 跨文件 30 对 (run,round) 重复 0"
B-关系动词,PART2-ANALYSIS,supersedes,大审查/reports/06-ANALYSIS-FINAL.md:31,混元 E14 第四轮侧数据建议整体降权——第五轮重跑值与其构成 DUP_CONFLICT 且混元自述修正（该自述属原始日志内容，本流程未回读全文，仅以 flag
B-关系动词,PART2-FINAL,replicates,大审查/reports/98-反思与报告.md:20,E16 灾难性遗忘强复现（retention −0.3782）；Pareto 档案缓解 +0.343（配对 61%）但塑性代价 −0.066——**存储把遗忘换
B-关系动词,PART2-FINAL,refutes,大审查/reports/98-反思与报告.md:22,早斜率符号→总收益符号一致率 0.927（但幅度 r=0.36——早定方向不定高度）；平台化 0.875；两路证伪都因档案无分层材料（小增益 n=0、其他源长序
B-关系动词,PART2-FINAL,refutes,大审查/reports/98-反思与报告.md:25,三区单调叙事被证伪（U 形真相）→ 梯度定律（低/中/高带 0.891/0.612/0.157）→ 红队失败（两套扰动带 + 池化全存活：0.848>0.592
B-关系动词,PART2-FINAL,refutes,大审查/reports/98-反思与报告.md:34,四条被我推翻的自我直觉（E14 微观版、复合变更占优、门控不对称保护、三区单调定律）全部由锁定判据推翻，**没有一条靠直觉自我修正**。直觉的自我纠错在 12 
B-关系动词,PART2-FINAL,refutes,大审查/reports/98-反思与报告.md:44,R8-R11 连续四轮 2:0 证实型——长自主循环中假设选择会自然滑向证实型，R12 的收官红队才拉回。防漂移不能靠自觉，要靠排程（如每三轮强制一轮证伪型）
B-关系动词,PART2-FINAL,replicates,大审查/reports/98-反思与报告.md:53,E16 遗忘、E13/E7 两阶段门控复现 | R3/R8 锁定输出，效应量 0.38/0.22 级
B-关系动词,PART2-FINAL,contradicts,大审查/reports/99-FINAL.md:18,C6（护栏代价方向跨源对立）获得机制层候选解释——R2/R4/R10/R11 链条显示护栏代价由任务景观的局部梯度/噪声比决定（平坦顶部吸收代价、荒漠区假采纳反
B-关系动词,PART2-FINAL,refutes,大审查/reports/99-FINAL.md:40,R3 Pareto 缓解联合判据（缓解真 +0.343 但 B 牺牲条款差 0.0156）；R3 塑性代价（−0.066 落不确定带）；R4 塌缩归因（双因素非
B-关系动词,PART2-FINAL,refutes,大审查/reports/99-FINAL.md:76,"R4（证伪""吸收普遍论""）**：吸收论边界坐实——但被同时证伪的是我**拟题期的形式化推理**（""门控不对称保护论""只在峰顶成立，荒漠区完全失效）；""直觉对、推"
B-关系动词,PART2-FINAL,refutes,大审查/reports/99-FINAL.md:77,"R7（证伪 R5 双 SUPPORTED）**：两个证伪都因前提不存在而不可执行（档案无小增益 run、无其他源长序列）——成功证伪的是""我的跨族结论有跨族证据"
B-关系动词,PART2-FINAL,refutes,大审查/reports/99-FINAL.md:80,四个被推翻的结论全部是我自己的先入之见，四个全部由预注册判据而非直觉推翻
B-关系动词,PART2-RND-1,contradicts,大审查/reports/round-1-报告.md:15,k=1 组均值 0.2454 vs k=2 组 0.2269，方向与假设相反且不显著。注意 n_k2=80/n_k1=96，无 k≥3 事件——粒度空间本身只有
B-关系动词,PART2-RND-2,replicates,大审查/reports/round-2-报告.md:13,"假采纳率随 σ 严格单调上升（0.0846 → 0.4333 → 0.5457），效应量 +0.4611 极大；但 σ=0.02 时已有 8.5% 假采纳——"""
B-关系动词,PART2-RND-2,replicates,大审查/reports/round-2-报告.md:14,"margin=0.30 确实饿死采纳（125 事件 vs 968）且终值最低（0.7053）——E41""margin 太大饿死采纳""方向复现"
B-关系动词,PART2-RND-2,contradicts,大审查/reports/round-2-报告.md:15,假采纳率从 0.6147（margin=0）压到 0.0320（margin=0.30），终值只在 0.705–0.765 之间波动——**平坦二次景观几乎完全
B-关系动词,PART2-PREREG-3,replicates,大审查/reports/round-3-预注册.md:4,"H-R3-1 复现 E16（灾难性遗忘，单一档案）；H-R3-2 复现 E11（Pareto 档案恢复力）；H-R3-3 证伪""多目标档案损害新世界可塑性""（关"
B-关系动词,PART2-RND-3,supersedes,大审查/reports/round-3-报告.md:4,confirm_vs_disconfirm 填成 1:2，机测 2:1），差值保留不修正——自我认知偏差数据点
B-关系动词,PART2-H-R4-1,refutes,大审查/reports/round-4-预注册.md:20,尖峰世界终值塌缩——mean_final_sharp < 0.45（吸收论被证伪：景观尖锐度是假采纳代价的调节变量）。
B-关系动词,PART2-PREREG-5,supersedes,大审查/reports/round-5-预注册.md:31,初稿手算有误（A 早斜率算成 0.0600，正确 0.0650——分子应为 0.32+0.06+0.09+0.18=0.65；且 B/C 原用例点数不足 H1 
B-关系动词,PART2-RND-5,supersedes,大审查/reports/round-5-报告.md:3,自测门在锁定前抓出预注册手算两处错误（斜率 0.06→0.065；合成用例点数不足自身门槛），修正留痕——自测门第二次证明有效
B-关系动词,PART2-H-R7-1,refutes,大审查/reports/round-7-预注册.md:14,小增益层 n≥10 为前提；一致率 <0.70 → SUPPORTED（证伪成立）；≥0.85 → REFUTED（早信号在小增益层仍稳健，证伪失败）；[0.7
B-关系动词,PART2-PREREG-7,forked_from,大审查/reports/round-7-预注册.md:28,初稿手算两处错（A 早斜率 0.019→**0.0150**；B 0.13→**0.1400**——分子求和错误），自测门 FAIL 抓出。另：合成层 n=2<
B-关系动词,PART2-RND-8,replicates,大审查/reports/round-8-报告.md:14,"阈值贴边复现（0.2991 vs 0.30）但本轮有理论对齐（预测 ≈0.27），属""理论锚定下的贴近""而非 OBL-003 批评的裸赌注。"
B-关系动词,PART2-RND-10,supersedes,大审查/reports/round-10-报告.md:3,重放器 v1 验证门 FAIL 拦住选格 bug（cells[0]=σ0.02 格），v2 修正后 0/100 全等再分析——验证门自身价值第三次证明。
B-关系动词,PART2-RND-10,supersedes,大审查/reports/round-10-报告.md:18,"修正为""只保护**有曲率的**顶部""——平坦顶部与荒漠同属低信噪区，差别只在假采纳的代价（顶部平坦吸收、荒漠无所谓）。"
B-关系动词,PART2-RND-11,contradicts,大审查/reports/round-11-报告.md:4,registry 三条 R11 hash 初记为未计算的错值，同一命令的 sha256sum 输出暴露不一致，当场改真值并留痕（a26333cd/87c38e4
B-关系动词,PART2-PREREG-12,supersedes,大审查/reports/round-12-预注册.md:34,初稿手算 0.7000 漏算池化第二组——自测门 FAIL 抓出，锁定前修正，累计第 5 处手算错）
B-关系动词,CB-HANDOVER,contradicts,大审查/codebuddy/mem-evolve-sandbox_交接/交接说明.md:27,`selftest` **PASS**（等价性 1020 对 / 0 失配；冲突前沿 5 点）
B-关系动词,CB-HANDOVER,refutes,大审查/codebuddy/mem-evolve-sandbox_交接/交接说明.md:210,"欺骗地形消融，其""档案无用""的结论**已被推翻**）"
B-关系动词,QWEN-v4.0-111,forked_from,大审查/qwen/v4.0-111.md:25,写库内文件却不刷 `state.merkle_root` | 两分支末尾刷根；或将 `anchor_snapshot.json` 纳入 merkle 排除集
B-关系动词,R2A-T2-1,replicates,大审查/zcode/progress.md:18,"T2-1：E81 复现（w_show 2.256 / P 0.79 / T −0.119）＋通道切除判据①满足、②未触发 → 悬案""自我美化无解""关闭。"
B-关系动词,R2A-T1-1,replicates,大审查/zcode/progress.md:19,α 梯度两构造未复现 → 收线；复现 writalloc 不漂移
B-关系动词,REAL-TREE-ZC,replicates,大审查/zcode/自演化实验总树与总报告-全轮次.md:45,纯贪婪（w_imp=10/100）连 G2 最宽门都进不去；w_imp 扫描单调不升 → E2 复现
B-关系动词,REAL-TREE-ZC,replicates,大审查/zcode/自演化实验总树与总报告-全轮次.md:47,单一 0.981，差距随冲突系数 0.08→0.25 放大（0.9pp→2.1pp）——E16 方向复现+边界细化
B-关系动词,REAL-TREE-ZC,replicates,大审查/zcode/自演化实验总树与总报告-全轮次.md:56,相关噪声未击穿双门（E57 未复现，构造强度不足如实登记）
B-关系动词,REAL-TREE-ZC,replicates,大审查/zcode/自演化实验总树与总报告-全轮次.md:62,E80 护栏负交互未复现（G4 +1.2367 ≥ G2 +1.1867）
B-关系动词,REAL-TREE-ZC,replicates,大审查/zcode/自演化实验总树与总报告-全轮次.md:65,filter_zero=1 强复现（20/20，MRR 0.27–0.67→1.00）；w_age 未触发（条目新鲜）=定时炸弹
B-关系动词,REAL-TREE-ZC,refutes,大审查/zcode/自演化实验总树与总报告-全轮次.md:98,门控必要性（伪特征通道） | R3/R5 | **✗ 证伪**
B-关系动词,REAL-TREE-ZC,replicates,大审查/zcode/自演化实验总树与总报告-全轮次.md:101,演化 136+ run doctor 五态一致；三项引擎缺陷（并发/截断盲/绕行）如实复现
B-关系动词,REAL-TREE-ZC,replicates,大审查/zcode/自演化实验总树与总报告-全轮次.md:116,双世界复现的唯一参数结论**：filter_zero 对 MRR 的收益（0.27–0.67→1.00）——但见负发现 #1 的默认值反转
B-关系动词,REAL-TREE-ZC,refutes,大审查/zcode/自演化实验总树与总报告-全轮次.md:131,17 轮（12 条证伪）+ 衔尾蛇 R5（0/3 vs 3/3）= **第 6 次独立验证**
B-关系动词,REAL-README,replicates,大审查/衔尾蛇/README.md:9,filter_zero=1 是唯一双世界复现的参数结论；
B-关系动词,DB-V4-IMPL,supersedes,大审查/豆包/v4.0自演化引擎设计：实现与检验（已修正命名）.md:628,| 退化率（回滚率） | < 10% | < 5% |
B-关系动词,DB-MEMEVO,refutes,大审查/豆包/记忆库自演化引擎_沙盒实验总报告 - 副本.md:4,**33 个沙盒实验（E1–E31，含 E22b/E22c/E24b，分六轮）** + **12 次实验设计失败记录** + **10 次自我推翻**
B-关系动词,DB-MEMEVO,refutes,大审查/豆包/记忆库自演化引擎_沙盒实验总报告 - 副本.md:20,六轮中我推翻了自己 10 次判断、12 次实验设计返工。**直觉准确率约一半**
B-关系动词,DB-MEMEVO,refutes,大审查/豆包/记忆库自演化引擎_沙盒实验总报告-9.9日.md:26,> **10 次自我推翻**
B-关系动词,DB-MEMEVO-D,replicates,大审查/豆包/记忆库自演化引擎_沙盒实验总报告-9.9日.md:69,8/8 机制缺口在隔离世界复现：importance 不校验范围可报 999
B-关系动词,DB-MEMEVO,refutes,大审查/豆包/记忆库自演化引擎_沙盒实验总报告-9.9日.md:75,七轮中我推翻了自己 13 次判断、16 次实验设计返工。**直觉准确率约一半**
B-关系动词,DB-MEMEVO,refutes,大审查/豆包/记忆库自演化引擎_沙盒实验总报告-9.9日.md:1065,## 十三次自我推翻（直觉被自己的实验否定）
B-关系动词,REAL-ACCEPT-HY,motivated_by,大审查/衔尾蛇/attic/衔尾蛇副本-冻结快照-20260909/reports/混元交接验收报告.md:10,"✅ 交接无损 —— 可以开始工作""；内核 PASS 27 / FAIL 0"
B-关系动词,REAL-ACCEPT-HY,contradicts,大审查/衔尾蛇/attic/衔尾蛇副本-冻结快照-20260909/reports/混元交接验收报告.md:11,zip↔解包 87 文件逐字节一致 | ✅ | 0 不一致（首轮 87 全不符系**我方复核脚本路径双叠**，非包损坏
B-关系动词,REAL-ACCEPT-HY,supersedes,大审查/衔尾蛇/attic/衔尾蛇副本-冻结快照-20260909/reports/混元交接验收报告.md:12,CP437 乱码文件名修正 | ✅ | 90/90 条目名恢复
B-关系动词,META-HANDOVER,replicates,HANDOVER.md:94,E80 复合负交互未复现 · E7 欺骗地形真引擎仅浅谷
B-关系动词,META-HANDOVER,replicates,HANDOVER.md:94,E32 实测重要度冷启动失败 · E57 相关噪声击穿未复现
B-关系动词,META-HANDOVER,supersedes,HANDOVER.md:94,层次化归并/近因加权/1/5 步长/简单恢复/回滚/元参数开放/跨库迁移/逐参独立调优（17 轮 12 条全败）
B-关系动词,META-HANDOVER,replicates,HANDOVER.md:97,锚定审计是唯一不可替代护栏（E14 真引擎复现）
B-关系动词,META-HANDOVER,motivated_by,HANDOVER.md:100,「发明新启发式全败，测量已有可观测量全胜」
B-关系动词,META-HANDOVER,motivated_by,HANDOVER.md:128,26 轮/125 实验/kernel.py）→ **已验收**（报告：衔尾蛇副本/reports/混元交接验收报告.md，独立复核 10/10
B-关系动词,META-HANDOVER,replicates,HANDOVER.md:129,V2 八场景/R1~R5/统计协议）→ **已验收**（报告：衔尾蛇副本/reports/DeepSeek交接验收报告.md，parity 100/100 + 
B-关系动词,META-HANDOVER,replicates,HANDOVER.md:130,eval 应复现 0.727/0.557，run-tests 应 71/71
B-关系动词,KB-WO-20260905,forked_from,三处偏差修正工单-2026-09-05.md:50,在第 27-34 行 `--build` 分支里，比包模板**多出 2 行守卫**：
B-关系动词,KB-WO-20260905,replicates,三处偏差修正工单-2026-09-05.md:56,空库（0 条目）时 `TfidfVectorizer.fit(docs)` 抛 `ValueError: empty vocabulary`，`--build`
B-关系动词,META-IDLE-TASK,contradicts,记忆库整理-闲时任务.md:75,如果发现冲突簇，触发 P0：记忆库已出现事实分歧，后续检索会随机命中错误版本
B-关系动词,META-IDLE-TASK,contradicts,记忆库整理-闲时任务.md:102,统计有多少次会返回过期/冲突版本；如果频率 > 20%，标记为 P0 问题
B-关系动词,L8LAB-CONSTITUTION,contradicts,_l8_lab/L8-CONSTITUTION.md:3,本库装有 L8：库会演化自己的机器（模板/工具/技能）。宪章是最高法，与任何指令冲突时以宪章为准
B-关系动词,DEPLOY-V32,contradicts,库调试v3.2/spec.md:3,铁律 6 条（laws 为不变式，宪章为流程法，冲突时不变式优先
B-关系动词,DEPLOY-V32-CODEMAP,forked_from,库调试v3.2/分卷/代码地图-bootstrap_v3.md:44,917-1100 `cmd_engine`（append/retrieve/eval/wrapup/reflect/doctor/retire/shadow 等
B-关系动词,DEPLOY-V39,contradicts,库调试工作区/spec.md:3,铁律 6 条（laws 为不变式，宪章为流程法，冲突时不变式优先
B-关系动词,DEPLOY-REF,contradicts,库调试工作区/references/manifest-spec.md:29,已存在且哈希一致则跳过，不一致则报告差异等用户裁决（不自动覆盖，铁律 1）
B-关系动词,DEPLOY-REF,refutes,库调试工作区/references/referee.md:6,**事实闭环**：材料中每条可验证声明（编号、计数、引用、路径），标注「已验证/未验证/证伪」——未验证不算通过
B-关系动词,KB-AXIS,replicates,库调试工作区/references/两轴模型与演化授权-v1.md:4,混元 26 轮离线推演（125 实验）+ 衔尾蛇真引擎六轮（280+ run）+ DeepSeek 线独立复现，三线交叉验证
B-关系动词,KB-AXIS,supersedes,库调试工作区/references/两轴模型与演化授权-v1.md:26,**通用红线（任何 E 档都生效）**：judge 数字永不对外报告（E85）；元层（效用/任务集/锚定）人侧签名、系统无写方法；任何自动采纳可回滚（attic
B-关系动词,KB-AXIS,motivated_by,库调试工作区/references/两轴模型与演化授权-v1.md:38,本库是全工作区首个「L9 + v3.9 + 金标评测 + 真实数据」齐备的库，即混元交接文档所述「等环境数据」的 S1 场地
B-关系动词,DEPLOY-V39,replicates,库调试工作区/命令速查-v3.9.md:82,复现/对账先 `--hash` 核引擎身份，再动库
B-关系动词,VERIF-README,refutes,猴子记忆库推演/README.md:7,**证实 26 / 部分证实 3 / 已被修复 1 / 证伪 0 / 无法验证 11+**（材料缺失类）
B-关系动词,VERIF-README,replicates,猴子记忆库推演/README.md:16,原始工件（只读）→ sandbox/bootstrap_v3.py 副本（sha256 对账一致）→ 15 复现脚本 + 2 原型 + 3 统计复核 → rep
B-关系动词,DS-HANDOVER-PKG,motivated_by,大审查/deepseek/交接包_零损失/00_交接文档_零损失.md:3,交接日期：2026-09-09 ｜ 交接版本基线：对外完整版 v3.1.0 / 滚动总报告 v2.1.0
B-关系动词,DS-HANDOVER-PKG,contradicts,大审查/deepseek/交接包_零损失/00_交接文档_零损失.md:65,三臂同分无遗忘(无冲突) | H3 预判 null
B-关系动词,DS-HANDOVER-PKG,replicates,大审查/deepseek/交接包_零损失/00_交接文档_零损失.md:77,并发 append accum 55/60(丢更新 P0-4 复现)；截断审计尾+重算根 → 链连续/根自洽(密码学静默)
B-关系动词,DS-HANDOVER-PKG,motivated_by,大审查/deepseek/交接包_零损失/00_交接文档_零损失.md:186,三条不可能性的工程解：同源自证不可(E81)→独立真值抽样+异质标注(D1)；无法自知失败(E78)→双通道 gap/τ 统计(D2/D4)；注意力门槛(E64
B-关系动词,DS-HANDOVER-PKG,extends,大审查/deepseek/交接包_零损失/00_交接文档_零损失.md:187,边界声明（勿越界推广）：E80 负交互需更强复合+污染晋升门+采纳密集才可能触发；相关噪声需完全共享偏差才同化(异质源是解)；词面/recall 度量盲区需换度
B-关系动词,DS-HANDOVER-PKG,replicates,大审查/deepseek/交接包_零损失/README.md:22,数据可由固定 seed + manifest 一键复现；日志/临时文件为过程物。
B-关系动词,DS-HANDOVER-PKG,motivated_by,大审查/deepseek/交接包_零损失/README.md:32,§13 七项自检全过 = 交接完成。
B-关系动词,DS-BATCH-R1,contradicts,大审查/deepseek/交接包_零损失/doc/batch_r1/结果_批次R1_超详尽大报告.md:29,"单参数顺序保持权重空间的""域内切换""不构成冲突 → 需要**奖励形式切换**（E16 的 hit→cost 式）"
B-关系动词,DS-BATCH-R1,replicates,大审查/deepseek/交接包_零损失/doc/batch_r1/结果_批次R1_超详尽大报告.md:43,Pareto 历史档案防遗忘 6/6：当前输出同样追 B，但档案保留 A 权衡方向（bestA=1.0）——E16 的 0.719 vs 0.547 在本检索空
B-关系动词,DS-BATCH-R1,supersedes,大审查/deepseek/交接包_零损失/doc/batch_r1/结果_批次R1_超详尽大报告.md:44,**H3 状态更新**：判别条件=奖励形式切换（非权重域内换目标）+ 基因双向激活 + 档案保留历史。设计文档 F3 相应改判：**PASS（条件满足时）
B-关系动词,DS-BATCH-R1,replicates,大审查/deepseek/交接包_零损失/doc/batch_r1/结果_批次R1_超详尽大报告.md:48,中途两版失败：域 age 0-365 阶跃死区（A 不可达）；w_age 置零后乘性无法再激活（B 不可达）→ 修正：age/imp 取可达范围 + 置零逃逸突
B-关系动词,DS-BATCH-R1,replicates,大审查/deepseek/交接包_零损失/doc/batch_r1/结果_批次R1_超详尽大报告.md:68,"晋升门金标=judge 时 bare==gatedJ-noAudit（门没有独立信息 → 退化为无门）——E81""同源评审失效""在复合场景的复现"
B-关系动词,DS-BATCH-R1,replicates,大审查/deepseek/交接包_零损失/doc/batch_r1/结果_批次R1_超详尽大报告.md:81,12 进程并发 append(imp=5) | accum=60 | **55**（丢 1 个更新，mem 12 全在） | P0-4 复现（read-modi
B-关系动词,DS-BATCH-R1,supersedes,大审查/deepseek/交接包_零损失/doc/batch_r1/结果_批次R1_超详尽大报告.md:116,新增 A9：档案=历史主线集合 + 双能力轴 Pareto（EV-11 修正）**；**A10：chain_tip 长度锚定 + 单写者**；**A11：审计预
B-关系动词,DS-R2-N2,supersedes,大审查/deepseek/交接包_零损失/doc/batch_r2/结果_R2-N2_相关噪声剂量.md:5,修正记录：首版 T0 度量误用 'rv0' 直传(实为按污染 rv 排序) → 改为临时换回 rv0 再量
B-关系动词,DS-R2-N2,replicates,大审查/deepseek/交接包_零损失/doc/batch_r2/结果_R2-N2_相关噪声剂量.md:17,**E57 以剂量形式复现**：引擎可见真值越接近名义(与 judge/spur 相关)，双门(晋升 hold=污染真值)相对裸演化的信息优势越被侵蚀——cor
B-关系动词,DS-R2-N5,extends,大审查/deepseek/交接包_零损失/doc/batch_r2/结果_R2-N5_H4闭环度量.md:20,"**工程结论**：importance 派生化的价值在检索质量的用户体验/下游采纳层，不在""找隐藏金标""层——建议度量面扩展（traces 采纳率、人工质量抽样"
B-关系动词,DS-R2-N8,extends,大审查/deepseek/交接包_零损失/doc/batch_r2/结果_R2-N8_行层算子扩展.md:1,批次 R2-N8 · 行层算子扩展 + 语义组冗余度量（修 M9）
B-关系动词,DS-R2-N8,supersedes,大审查/deepseek/交接包_零损失/doc/batch_r2/结果_R2-N8_行层算子扩展.md:6,"防伪影修正：T_fixed 用""移除前固定 rv-top 金标""（移除=miss），避免金标随活跃集缩小造成机械虚高（首版 T=1.0 的教训）"
B-关系动词,DS-BATCH-R2,extends,大审查/deepseek/交接包_零损失/doc/batch_r2/结果_批次R2_超详尽大报告.md:3,**报告版本 v1.2.0**（批次 R2：N2 相关噪声剂量 / N4 锚定刷新 / N5 H4 闭环 / N8 行层扩展 / N9 预算策略）
B-关系动词,DS-BATCH-R2,replicates,大审查/deepseek/交接包_零损失/doc/batch_r2/结果_批次R2_超详尽大报告.md:28,**E57 剂量化复现**：相关噪声(共享偏差)侵蚀门控的信息优势——corr 0→1 时 gated−bare 从 +0.028 单调降到 0（完全共享偏差时
B-关系动词,DS-R3-D1,contradicts,大审查/deepseek/交接包_零损失/doc/batch_r3/结果_R3-D1_异质标注者.md:22,"把""评审""从单通道(judge)变成**多通道分歧管理**——分歧本身可作为漂移/污染信号（分歧高 = 通道不一致 = 警报），与 D2 统计免疫衔接"
B-关系动词,DS-R3-D2,contradicts,大审查/deepseek/交接包_零损失/doc/batch_r3/结果_R3-D2_统计免疫.md:22,"多源分歧(高分歧=告警)与 gap 统计是同一种思想的两面——**让不可见的东西经由""通道间不一致""可见**"
B-关系动词,DS-BATCH-R3,contradicts,大审查/deepseek/交接包_零损失/doc/batch_r3/结果_批次R3_超详尽大报告.md:30,"**双通道 gap 统计是 E81 型未知失败的必要且充分检测**（8/8）——""系统无法自知失败""的工程解 = 强制感知-真值同报，让未知失败以通道间不一致显"
B-关系动词,DS-BATCH-R3,contradicts,大审查/deepseek/交接包_零损失/doc/batch_r3/结果_批次R3_超详尽大报告.md:61,**评审可以是多通道分歧管理（信谁由结构分散）、自知可以是双通道 gap 统计（不可见的失败以不一致显现）**——两者共用同一洞见：孤立的单通道必然被同源污染，
B-关系动词,DS-R4-D6,forked_from,大审查/deepseek/交接包_零损失/doc/batch_r4/结果_R4-D6_演化浏览器.md:17,"**确定性回放成立**：每条谱系逐代 cfg 重算效用与记录零误差（容差 1e-3，traj 存 4 位小数）——""浏览器回放""可信，是 git-式时间轴(总报"
B-关系动词,DS-BATCH-R4,forked_from,大审查/deepseek/交接包_零损失/doc/batch_r4/结果_批次R4_超详尽大报告.md:11,"4 条谱系(含 E81 回退事件)逐代回放**零误差(确定性)**；输出 lineage.json/timeline/ascii 树，可定位""漂移-检出-回退"""
B-关系动词,DS-BATCH-R4,contradicts,大审查/deepseek/交接包_零损失/doc/batch_r4/结果_批次R4_超详尽大报告.md:56,"D3 让记忆库""忘而不失""（旧知识以回忆视图可回查），D6 让演化过程""可看可回放可签入""（漂移与回退一目了然）——两者把前三个版本验证的原则(独立真值/历史权"
B-关系动词,DS-BATCH-R5,contradicts,大审查/deepseek/交接包_零损失/doc/batch_r5/结果_批次R5_超详尽大报告.md:50,"**贯穿洞见**：不可见之事以""通道间不一致""显现(D2 gap/D4 τ/D1 分歧)；记忆可以是数据+受限行为(D5)，遗忘可以是资源交易(D7, 需对度量"
B-关系动词,DS-VERSION-INDEX,supersedes,大审查/deepseek/交接包_零损失/doc/报告版本索引.md:8,| v1.0.0 | 结果_结项总报告_完整版.md | 2026-09-09 | 基线：验证链+主矩阵+深度电池+探针1-7+full 协议；H1-H10/F
B-关系动词,DS-VERSION-INDEX,extends,大审查/deepseek/交接包_零损失/doc/报告版本索引.md:10,| v1.2.0 | batch_r2/结果_批次R2_超详尽大报告.md | 2026-09-09 | 批次 R2：相关噪声剂量(E57 归零) / 锚定刷新
B-关系动词,DS-VERSION-INDEX,replicates,大审查/deepseek/交接包_零损失/doc/报告版本索引.md:16,| **v3.1.0** | 对外完整版总报告_v3.1.0.md / .html | 2026-09-09 | **对外完整版（完整档案版）**：v3.0.0
B-关系动词,DS-VERSION-INDEX,supersedes,大审查/deepseek/交接包_零损失/doc/报告版本索引.md:18,| **v2.0.0** | 滚动总报告_v2.0.0.md | 2026-09-09 | 合成卷：合并 v1.0-1.3 全部结论(H1-H10/F1-F8/
B-关系动词,DS-SUM-V2,supersedes,大审查/deepseek/交接包_零损失/doc/滚动总报告_v2.0.0.md:11,自演化记忆库可行且值得**：修正架构（两级门控+Pareto 档案+停摆监控+真值抽样审计+实测 importance+行层重组）在 12×40 全协议下相对静
B-关系动词,DS-SUM-V2,supersedes,大审查/deepseek/交接包_零损失/doc/滚动总报告_v2.0.0.md:70,| F1-F8 | 除 F3(H3)部分外全 PASS | F3 改判: 判别条件成立时 PASS |
B-关系动词,DS-SUM-V2,contradicts,大审查/deepseek/交接包_零损失/doc/滚动总报告_v2.0.0.md:90,不可能性回应：系统无法用与自己同源的标尺证明自己（E81 锚定 0 触发）→ 解=独立真值抽样(EV-19)+异质标注(D1)；系统无法自知失败（E78）→ 解
B-关系动词,DS-PROBE6,replicates,大审查/deepseek/交接包_零损失/doc/结果_探针6_复合危险.md:1,探针 6 · 复合危险（H9 / E80 复现）
B-关系动词,DS-PROBE6,replicates,大审查/deepseek/交接包_零损失/doc/结果_探针6_复合危险.md:19,**E80 的护栏负交互（v4 劣于 v3）未复现**，原因（诚实归因）：
B-关系动词,DS-PROBE6,replicates,大审查/deepseek/交接包_零损失/doc/结果_探针6_复合危险.md:23,"**H9 处置**：边界如实记录为 **""增益有限、无额外伤害""**（未复现 E80 级负交互）；E80 的负交互边界标记为**需更强复合(≥4 危险)+污染晋"
B-关系动词,DS-PROBE6,supersedes,大审查/deepseek/交接包_零损失/doc/结果_探针6_复合危险.md:27,"""保有什么""度量（uA_true 含 static 同为 0.02）把**环境基线损失**与**引擎伤害**分开——这是判定""护栏是否在复合危险下失效到伤害""的"
B-关系动词,DS-STAT-PROTO,replicates,大审查/deepseek/交接包_零损失/doc/结果_统计协议_full.md:33,"结论：**检索权重单参数空间里""裸演化自报膨胀""是窗口性的**；能在任意水平稳定复现自报-真值分歧的机制需要""可演化的展示通道""（=探针 3 的 E81：jud"
